,Tweet,Emotion,Intensity
1161,@patienceinbee @camposanto But I decided to be a bit lackadaisical about getting dressed to get groceries.,sadness,0
1162,@PottzGaming hmu need players for lans next year. DM me. Need serious players. Im under org,sadness,0
1163,need to sta dating again.I m bored #redheadteen #boldandbeautiful #lost #500aday single men dating Schkeuditz,sadness,0
1164,@MUTGuru I know guys that sink $1000s into the game and only to build a team and play solos. But this hear you make nothing on solos.,sadness,0
1165,thereâ€™s shaytan in this room wallahi its been dark all the time now the lamp is on!! omg shaytan,sadness,0
1166,Just told me wife there was a chance it would be 2 Sydney teams in AFL grand final. Her response: 'there's two SYDNEY AFL teams?' #serious,sadness,0
1167,@bldmovs sadly beautiful photo.,sadness,0
1168,@thixotropic No. Was so sudden. Hasn't sunk in yet. With Leo I knew it was coming.,sadness,2
1169,I need a syfy series to watch I literally have nothing to watch back to back. I already watched #heroes #lost #jericho #fallenskies  etc etc,sadness,0
1170,@POCX100 Please don't sulk over your defeat. Come on. Head up!,sadness,0
1171,@BokuNoGio AND his momma was worse than Tony sopranos momma #wow  #history #major,sadness,0
1172,It's been a week of awful connectivity with @TMobile no service or only 4G is not what Im paying for. #unhappy #poorservice,sadness,3
1173,I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged,sadness,2
1174,@Skepta make sure you's Young breadrins sling us a quick vote #murky #skeng #votage,sadness,0
1175,"@FatedDancer ~together.' Hermione  lowered her voice slightly, sounding somewhat  bitter, perhaps even  rueful. 'That would only get you~",sadness,0
1176,penny dreadful just cleaved off a fraction of my heart,sadness,1
1177,Happiness is always there. You just have to choose to see it. There's no point dwelling in the dark and ignoring the light of the stars.,sadness,0
1178,"@PunishedSnek in the final analysis, the non-white global majority will not fret over the ethnic origin of our corpses.",sadness,1
1179,Are you #serious that #fredsirieix lives in Peckham......South London's own #Love Guru(big up),sadness,0
1180,Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book,sadness,2
1181,Let us not burden our remembrances with a heaviness that's gone.\n- William Shakespeare (1564-1616)\n#forge ahead.,sadness,2
1182,@mar_de_palabras But I do think we need to experience a bit madness &amp; despair too. This is the stuff that makes us human.,sadness,1
1183,"@pikapies I have many happy memories of the Isle Of Wight.\n...\nBut yeah, sink that shit.",sadness,1
1184,Up on melancholy hill,sadness,3
1185,@DaltonRapattoni sadly i have to go to bed now don't announce anything while i'm gone thank u i love you,sadness,0
1186,Guys! Read my #fanfiction if you like #lost and #housemd I have one of each #tvshow -link in bio!,sadness,0
1187,@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind #unhappy,sadness,2
1188,How brave are the young individuals that have opened up to us about their #depression and #anxiety to help raise awareness!! @beyondblue,sadness,1
1189,Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised ,sadness,0
1190,"@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.",sadness,2
1191,Cam cannot be serious with that IG post and that stupid ass font he uses. Would've been better to just say nothing.,sadness,0
1192,It's really sad when you can't order goods from china and the likes because of Internet fraudsters... What's this government really doing.,sadness,2
1193,@patthemanager how could I work with @chancetherapper . ? #serious,sadness,0
1194,Clean the #sink and make your #bathroom shine.,sadness,0
1195,@chelseafc let them know it's the ,sadness,0
1196,Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is ,sadness,0
1197,After spending Â£450 @Debenhams I was offered a Â£5 voucher. I asked if I could spend it at weekend? Was told 'no valid today only' #unhappy,sadness,3
1198,Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. #sad,sadness,3
1199,@DDandDeltaboys will be playing in the Bridge Bar @RameltonWhatsOn this sat (24th Sept) #blues #rhythmandblues #ramelton #donegal,sadness,0
1200,@jack_haug_lifty @eable It's Ms btw. we were lied to by Remain. dry your remainer tears; Just accept you #lost,sadness,2
1201,Never leave me alone with my credit card. Nope nope mope.,sadness,1
1202,So depressing that it's darker so much earlier now,sadness,3
1203,If you #invest in my new #film I will stop asking you to invest in my new film. #concessions #crime #despair #shortsightedness #celebrities,sadness,1
1204,@el_tityboi bc it's a gloomy day Tony,sadness,2
1205,Henny and pine apples ðŸ¤”,sadness,0
1206,"tomorrow will be the last episode of despair arc, so much shit is gonna happen i'm not emotionally prepared...",sadness,3
1207,@BokuNoGio AND his momma was worse than Tony sopranos momma #wow #sad #history #major,sadness,2
1208,"@almurray hit the sink with a hammer... sorry, the universal modifier!",sadness,0
1209,*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* #Offline,sadness,2
1210,It's a gloomy ass day,sadness,3
1211,"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color #sad",sadness,3
1212,@WriterlyTweets Supine on the pianoâ€”lips parted. #sixwordstory #amwriting #blues #singer,sadness,0
1213,Dad asked if I was too hungover to function today. Little does he know I stayed sober last night so i could get shit faced tonight ðŸ˜…,sadness,0
1214,"@JoyceCarolOates \nBreath. You are trending despondent. Mrs Clinton will win. If you keep your gloves on, guard up, and punch like hell.",sadness,0
1215,@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither  #unwoke,sadness,0
1216,"@littlemore20 I had a nice Italian ice-cream whilst resting my tired paws. Honey flavoured, naturally! #FurryTails #lost #Venice.",sadness,0
1217,im so gloomy today,sadness,3
1218,â€œWe can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.â€â€“Plato,sadness,1
1219,@mattwruff sadly there is constitutional RIGHT to have abortion. Yet there is constitutional RIGHT to life. Safety net protects those rights,sadness,1
1220,@BenLeubsdorf @DykstraDame @WSJ idiots are going to sink the economy with free money policies.,sadness,0
1221,Fashion week this year is dull AF! Someone inspire me!!!!!! ðŸ˜©,sadness,1
1222,"@AFCGraMaChroi oh, sorry if I've discouraged you ðŸ˜‚",sadness,0
1223,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide  #racism #pride",sadness,2
1224,me: i've actually been doing pretty well! i'm learning to manage my depression and-\nlife: yeah that's over. that's cancelled.,sadness,2
1225,The news is disheartening. Everything that is going on is a result of a lack of understanding and misinformation by the media. #sadness,sadness,3
1226,A .500 season is all I'm looking for at this point. #depressing #royals,sadness,3
1227,Never let me see you frown,sadness,0
1228,@eehbahmum WHY?! Did they want to make you plummet in to the depths of despair??,sadness,2
1229,i cant live anymore my roblox got termianted :((((((((((((((((((((((((  #killme #lol #robloxgamer,sadness,2
1230,"@ReaganRachelle if I go I'm going to blow some serious money, idk if that's a sacrifice I'm willing with make",sadness,0
1231,I can't wait for you to listen to my new single 'Mystery' and my new albumðŸ˜‹. #newmusic #newsingle #newalbum #2016 #popmusic #dark,sadness,0
1232,But guess what ? I'm sober,sadness,0
1233,"#Quote 'To say that You know Yourself without ever having been #lost to find Yourself, Is like saying You know everything' ~@Caligraphy215",sadness,0
1234,"@Mysteri759 @Ren102e906 @slb42jcb @swoozyqyah Well, I'm too old, and too stubborn about facts &amp; history to be discouraged.",sadness,1
1235,whenever i pout i just want Adrian to appear and tell me to stop pouting or else,sadness,2
1236,Don't wanna go to work but I want the money ,sadness,1
1237,@Cassena13 I know if I wasn't an optimist I would despair.,sadness,2
1238,"If someone keeps #laughing at you, don't #fret  . At least u r giving #happiness .'\n#quotes #quotestoliveby",sadness,0
1239,@HonestAndFrank but  @BillCosby drugged and raped those women. At least you and Barb were sober and consenting!!,sadness,0
1240,"Only God knows why things happen, sometimes it's just hard to understand.  #prayingforyou",sadness,2
1241,these grown ass lil boys yeah i can't take them serious.,sadness,0
1242,This nigga doesn't even look for his real family ðŸ™„ðŸ˜‚ ,sadness,0
1243,It would appear it's a good year for the #blues,sadness,1
1244,@Tanzynia sadly David D is no longer with us imagine both together wow,sadness,1
1245,@MariamVeiszadeh it's getting so close in your poll so many ignorant ppl. #depressing #painful something needs to change #BeTheChange ? How?,sadness,3
1246,@LeahSKahn honestly. All I care about is Selasi not messing this up. His lackadaisical attitude isn't good for danishes.,sadness,0
1247,We have left #Maine. #sadness,sadness,3
1248,The fact I haven't had to wear a bra for a week and knowing I'll have to start wearing one again after tomorrow is depressing ðŸ™„ðŸ™„,sadness,2
1249,"@CovinoandRich just heard back2back,  guess that's why they call it the blues &amp; she's got the look, but I can only sing tickle sacks version",sadness,0
1250,"There will be no #gaming video today. An old friend of mine passed last night, so I'm taking some time to grieve. Thank you #StandUpToCancer",sadness,3
1251,Speech was bold coz it wasn't written by PM NS bt the expression/tone was his own dull n dim,sadness,1
1252,@JoaquinPutoAmo vas a ir al de the amaity affliction?,sadness,0
1253,"life is hard., its harder if ur stupid #life #love #sadness #sadderness #moreofsad #howdoestears #whatislife",sadness,3
1254,Candice's standing pout face aggravates me every week,sadness,0
1255,When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology #depression #TMS #ECT,sadness,3
1256,Now they fret about scuffs. Iâ€™ll take scuffs (whichâ€¦come in) for a phone I can use wet handed or drop in a toilet any day.,sadness,0
1257,"[My teeth were sunk down into the vein of the poor woman who had 'accidentally' had a small problem with her engine, just outside of --",sadness,1
1258,"@happyandbashful Flirt, simper, pout, repeat. Yuck.",sadness,2
1259,@TouchPH  The solution is to punish the criminals. That's the only way to discourage crime. or the circle will continue.,sadness,1
1260,Feel so grim + ugly atm,sadness,3
1261,"MC: what are you listen to these days?\nBogum: these days I feel gloomy, I listen to ccm (spiritual song) often.\n\nChurch oppa mode. :)",sadness,2
1262,Hoping to hear some serious @DonnieTrumpet tonight,sadness,0
1263,"@big_SL8 Show some respect, that's all...  If u havent go to war u cant say anything.. U havent lost friends and mates on war, so Ahut it!!",sadness,2
1264,Hate being sober so I popped two,sadness,2
1265,@crimsonwulfe it's super sad!! Especially when you are talking to a real person and not a bot! Makes it feel real :(,sadness,3
1266,Angry shouting match between a #pessimist &amp; an #optimist:\n'You're a half empty-headed @%$!' \n'You're half full of @%$!',sadness,2
1267,Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO,sadness,1
1268,Honestly today I just felt like maybe track isn't for me #sad,sadness,3
1269,More #checking at #work today\n\n#coffee #drank and now it's #down to some #serious #business \n\n#Thursday bring on #Friday,sadness,0
1270,The moment of the day when you have to start to plaster a smile in your face. #depression,sadness,3
1271,"B day next week, catch the sauce and watch the heaviness!",sadness,0
1272,When will the weeks full of Mondays end?? #disheartened,sadness,3
1273,"@tariqmateen but sadly he missed some crucial and important points. Indian terrorism in pk,  kal Boshan,  etc..  Raw involvement",sadness,2
1274,@A_RockasThe U.S. has added years to the Syrian conflict by arming the 'rebel' army. You would think that Iraq had sunk in with Kerry.,sadness,0
1275,What do you get when you cross an #apple tree and a #pine tree? ðŸŽðŸŒ²\nNothing. You can't cross-pollinate #deciduous and #coniferous #trees.,sadness,0
1276,Well I won't be doing a unboxing of the iPhone 7 plus on my channel until November sadly. Thank you @TMobile @Apple Staten Island NY smh,sadness,1
1277,Shoutout to the drunk man on the bus who pissed in a bottle and on the seats #grim,sadness,2
1278,"Pops are joyless, soulless toys which look nearly identical.  They are the perfect expression of consumerism.  'I enjoy this franchise'",sadness,0
1279,"Usually I'm not one to rush colder weather but this year I'm so ready for hot coffee, dark lippies, scarves, sweaters, &amp; boots ðŸ‚ðŸ‘¢â˜•ï¸ðŸ’„",sadness,0
1280,"it's still not sunk in that im seeing joe next month, im so grateful and excited shit",sadness,0
1281,@nadinekellman yes I can. Don't discourage me.,sadness,0
1282,doese reading help depression or is it another form of escapism,sadness,2
1283,Im think ima lay in bed all day and sulk. Life is hitting me to hard rn,sadness,3
1284,"It's easy to #fall #asleep in class, but hard to in bed. #True  #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet",sadness,0
1285,Corbyn loses and I walk up to a crying Corbyn supporter and whisper\n\n'Don't mourn. Organise'\n\nAnd laugh and laugh,sadness,0
1286,@yesnicksearcy @counterparty Although I don't expect a trumpie to understand the difference between real things and pretend things. #sad,sadness,2
1287,Good morning lovely people. Not gonna lie I've woken up feeling pretty glum.,sadness,3
1288,When you lose somebody close to your heart you lose yourself as well ðŸ’” #lost,sadness,3
1289,@pxrfectpeach it's got her little pout,sadness,0
1290,Where are some great places to listen to blues? #nightlife #NightLifeENT #blues #jazz #gatewayarch #stlouis #washingtonave,sadness,0
1291,Hate knowing I have to get up at half 5 for gym in the morning it's so depressing,sadness,2
1292,Shantosh: How crazy would it be to walk past and talk to a person everyday never realizing he is suffering from depression or such? â€¦,sadness,3
1293,@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful,sadness,2
1294,"I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die.",sadness,3
1295,"It's easy to #fall #asleep in class, but hard to in bed. #True #sober #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet",sadness,1
1296,Candice on great british bake off with that pout does my head in ðŸ‘ŠðŸ»ðŸ™„,sadness,1
1297,Somewhere between  #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor,sadness,3
1298,@RaveenElexiis I fought a racist girl and she stayed in GAVC so if you get kicked out I call BS,sadness,1
1299,Summer officially ends today. #sadness,sadness,3
1300,@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth #sad,sadness,2
1301,"God's love spring.Of one dat sunk his whole estate for d paltry bribe,of a single appleâ€“n yet proud of our ancestry?â¤ï¸ðŸ—¿",sadness,0
1302,@reecetop10 Bk to 1 up top pack midfield Stifle any flair we possess kill any entertainers #dull #reshuffle #predictable #slow #average,sadness,1
1303,"And btw... I really did stay in bed all day today. #depression I hate being lied to, fuck liars. -w-",sadness,3
1304,"@EllenMellon_88 Got #mybrokenfoot running Great North Run, can't wait to run again in a few months time - be mostly dark then! #ukrunchat",sadness,0
1305,Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. ,sadness,2
1306,"In the name of our Lord &amp; Saviour Harambe we pray, bless all apes across the world.\n\nHear our solemn oaths and pardon sympathetic hominids.",sadness,0
1307,"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. ",sadness,0
1308,"No #gbbo from us tonight sadly, we've got a date with some nachos @ODEONCinemas #BridgetJonesBaby",sadness,1
1309,Muscled man with huge heart is messing with my brain and heart. #lost #confused,sadness,2
1310,@TheCatCampbell I too am Ravenclaw. #sadness #shouldhavebeenhufflepuff,sadness,2
1311,California sissified pages: ruling class separation in passage to dispirit attestative alphanumeric code: WyrdljPyu,sadness,0
1312,"@BeenishParvez salaams ma'am, how r u ma'am? May ALLAH protect u from sadness, illness, harm &amp; nazr-e-bad. AAMEEN. Stay Blessed ma'am.",sadness,0
1313,Is this the Krusty Krab?\n\nNo this is crippling depression,sadness,3
1314,@pmo100 @5liveSport .....I heard talk something is a miss. He looks weary.,sadness,1
1315,im thoroughly in love w zen and jumin and i dont think id even have the patience for either of them irl im old and weary,sadness,1
1316,#haikuchallenge #haiku\n\nThe crisp autumn air\nMy freedom purchased through death\nNo one will mourn me,sadness,3
1317,Groom gloom.,sadness,3
1318,"Happy Birthday, LOST! / #lost #dharmainitiative #12years #22september2004 #oceanic815",sadness,0
1319,"When it comes to Syria, I get very fucking annoyed at pessimism, like I get full on triggered. Optimism or gtfo.",sadness,2
1320,@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter #sad,sadness,2
1321,"@ccrago It was dreadful, even after he met the Catfish he still thought it was her!",sadness,2
1322,"@Gervaisoholic But this is no easy ride for a child cries: \n'Oh, find me...find me, nothing more, \nWe are on a sullen misty moor...'",sadness,2
1323,"hmm somehow twitter feels really depressing, more like negative today...I think I missed something ðŸ˜•",sadness,3
1324,Feeling worthless as always ,sadness,3
1325,I get embarrassed at the slightest things and then I'll fret about it all day I hate it,sadness,3
1326,I feel like an appendix. I don't have a purpose.  #depressed  #alone #lonely #broken  #cry #hurt #crying #life,sadness,3
1327,You are NOT your struggle or You are NOT your affliction! #YouAreStrong &amp; #YouAreArising above it all!,sadness,0
1328,Special thanks to @hamsterwatch &amp; @UgotBronx for keeping us updated &amp; entertained this dismal BB season ðŸ’•,sadness,0
1329,It's basically a dead skin peel which sounds grim. But it literally gets rid of so much dead skin from your pores.,sadness,0
1330,sav tells our mom 'I love you' and she responds 'Oh.' ,sadness,0
1331,I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad,sadness,3
1332,Some Erykah Badu to sedate me ðŸ’•,sadness,0
1333,Add Donte Moncrief to my dismal situation #blessed.,sadness,2
1334,@glenberube @DonnaGrantis @idanielsenbass @HannahJWelton watching this again makes me weep tears of joy and tears of sadness that he's gone,sadness,2
1335,"@SquidWasTaken Pfft- Yeye, i'm a sucker for bright yellow, red, pink, and blues when it comes to coloring or backgrounds haaa",sadness,0
1336,sav tells our mom 'I love you' and she responds 'Oh.' #sad,sadness,2
1337,@OzelleM man imagine # Ultra is promoting carnival. I think u need to be the chairperson #serious. Cause am hearing nothing,sadness,2
1338,I mourn the creativity lost.,sadness,2
1339,"Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did, I still cringe when i hear it",sadness,2
1340,@lee_family5 @USAneedsTRUMP @HillaryClinton @realDonaldTrump You can't be serious. This man practices no religion. Only in church campaignin,sadness,0
1341,"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since. #sad #Autumn",sadness,3
1342,I don't get that my parents literally don't see how unhappy I been lately,sadness,3
1343,"@jimmyfallon @ShawnMendes I'm just a sucker for pine, I wanna rake you up, I wanna pile you down, I'm just a sucker for pine #FallSongs",sadness,0
1344,whenever I hear concert postponed I think of dismal ticket sales   green day ?,sadness,1
1345,@MessYourself why? Do you have depression?,sadness,2
1346,@SimonSSSJ123 @EllieG10853 @Onision @Eugenia_Cooney he sure as hell helped me with my depression and still does,sadness,1
1347,@chocorobos I have this one so I'm not so sad.. but wtf,sadness,2
1348,This took a melancholy turn but my point is that for all the difficulties I'm still happy. Happy that I get to be who I am.,sadness,0
1349,Nothing else could possibly put a damper on my day other than doing X-rays on someone with kickinnnnn ass breath ðŸ˜¿,sadness,0
1350,"@comicfire The thing is, it's either I be unproductive and unhappy, or deal with some videos that do badly.",sadness,2
1351,"even if it looks like we are okay,  the reality of that is were actually very worn out and forlorn",sadness,2
1352,Thank you @Pret 4 giving me a free coffee for bringing my reusable cup to the airport because it was 1st time you saw one. But #depressing,sadness,2
1353,"Having a nail half hanging off is absolutely fucking grim, even with my acrylic holding it on ðŸ˜·ðŸ˜·",sadness,2
1354,@marielleblaine8 @princesskeilani I told pine I didn't want it so I didn't have to have it,sadness,0
1355,#RIPKara i could have seen her at a local mall or any school football games. im disheartened,sadness,2
1356,New job training= too much meat eating! Oh well. Also- got approved to drive for Lyft! Just need a car... #day35 #sober,sadness,0
1357,@Ashleyavitia_ don't leave me #sad,sadness,3
1358,Lauren Jauregui makes all my problem dissapear it amazes my sadness. She keeps me strong,sadness,0
1359,The voice is all about Miley and Alicia this year. No longer about the contestants. #sad @thevoice,sadness,2
1360,"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..'  #blm",sadness,3
1361,Positive thoughts on these gloom cloudy days,sadness,1
1362,you are on an endless journey of figuring yourself out; don't be discouraged when you don't know who you are yet.,sadness,0
1363,The word happiness would lose its meaning if it were not balanced by sadness.,sadness,1
1364,come on let's make em hate ðŸ˜˜make em pout they face ðŸ‘¿ðŸ˜©.,sadness,2
1365,"@VileBairn Turning then, the older woman looked at Sybil with a most somber expression. \n\nâ€œShe ran away from me. But I cannot blame her.â€",sadness,1
1366,Im so unhappy,sadness,3
1367,"Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers",sadness,3
1368,@rockcock64 cum and despair,sadness,3
1369,@TheCatHeSay I may be #alwayshungry but I haven't sunk that low yet!! @Thereluctantcat,sadness,0
1370,"@kempicepoland don't think he did, and he didn't have the rucksack or laptop in his possession, murky business, on that note I'm away to bed",sadness,1
1371,$FOGO max pessimism here and no bottom (yet).  Has a solid PE ratio for a restaurant.  Let's catch it at 8 level or 10 level if it comes.,sadness,1
1372,It serves a gloomy higher than the wolves of the village,sadness,1
1373,@onefumi oh I see. I've seen so many people mourn the loss that I was surprised to see your tweet. I suppose same old here in SA,sadness,2
1374,All I want to do is watch some netflix but I am stuck here in class. #depressing,sadness,2
1375,It hasn't sunk in that I'm meeting the twins,sadness,0
1376,If Angelina Jolie can't keep a man no one can. Today we mourn because Love is dead,sadness,2
1377,Rooney = whipping boy. #mufc #sad,sadness,3
1378,First a coat. Now a pair of sunglasses. Next it'll be a limb. #lost,sadness,2
1379,Time for some despair #SDR3 #despair #fuckthisanime,sadness,3
1380,will brawndo cure my depression? @MikeJudge #Idiocracytoday,sadness,3
1381,"@Jinath_Hyder I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful",sadness,2
1382,I don't think Luca understands how serious I am about Fall....he has no idea what's in store for him ðŸ˜‚ðŸ˜‚,sadness,0
1383,I'm allowed to sulk,sadness,3
1384,And I won't even get started with Hillary and her fancy fundraisers! #depressing,sadness,3
1385,@BBCTomEnglish @TimesSport And the dreadful Franglaise.,sadness,0
1386,"340:892 All with weary task fordone.\nNow the wasted brands do glow,\nWhilst the scritch-owl, scritching loud,\n#AMNDBots",sadness,1
1387,the ending of how I met your mother is dreadful,sadness,0
1388,On the wheel as we grow older and become aware of ourselves as individuals with a dull responsibility in life?,sadness,0
1389,@zombieisIand yeah friends of minw have witnesse accidents and a road near me like??? cars hav like sunk?? but ih gosh be safe okay !!,sadness,2
1390,@MxJackMonroe I couldn't get on with it either. Bits started drooping that shouldn't droop. GP said mooncup alone to blame.,sadness,2
1391,"Interview preparation, I hate talking about myself, one dull subject matter! #yawnoff",sadness,0
1392,"@modelady24 I know, right? I had a tinge of the same thought. Glad it's Six from BSG, though. Happy the show stayed consistent after break.",sadness,0
1393,From My head to think it was better but obviously it's not #relapse #sadness #sickness #madness #misunderstanding,sadness,3
1394,"@JohnWildy71 something, too confused to type an entire word ðŸ˜œ See, I can laugh again. My hour of sadness has almost passed",sadness,0
1395,@suddenlyapples This is an on-going affliction for me and the only cure is more Shiro,sadness,1
1396,"@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it ",sadness,0
1397,Winner #Champion #school #lastyear #gouniversity #university #me #dark #Black #webstagram #blackandwhite,sadness,0
1398,"Those were the times, I thought I can never be sober. But still His grace are beyond my limits ðŸ™ðŸ¾",sadness,0
1399,"The animals, the animals\nTrap trap trap till the cage is full\nThe cage is full, stay awake\nIn the dark, count mistakes",sadness,0
1400,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE  #murder #suicide #depression #racism #pride",sadness,3
1401,"Like keep grinding boy your life can change in one year, and even when it's dark out the sun is shining somewhere...'",sadness,0
1402,@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless,sadness,2
1403,Y'all tune into Snapchat for Beans funereal,sadness,1
1404,Nasty nasty chilly rain has put a damper on my afternoon cigar.  This is NOT a good thing. @cspanwj And FOUR #CongressCritters tomorrow?,sadness,3
1405,"Sometimes people leave you halfway through the wood. Do not let it grieve you, no one leaves for good. #youarenotalone #nooneisalone",sadness,0
1406,@RashidAlMaktoum For #serious #intermediaries all required info about #project or #Owner will be mailed.,sadness,0
1407,@EBled2 Great to have you as our tournament chair and award was #serious,sadness,0
1408,"@xBFDR yeah I'm sure it will, it's just so depressing having to talk to my parents over the phone instead of talking to them downstairs",sadness,3
1409,It's so gloomy outside. I wish it was as cold as it looked,sadness,2
1410,"@WalshFreedom sadly, that idiot completely overlooks the facts . He had a gun pointed at police. Are they that stupid?That should be ignored",sadness,2
1411,Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. ,sadness,2
1412,I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny,sadness,0
1413,On bedrest since I got out of the hospital. U find in unopened beer.. what do I do. Pour that shit out! No alcohol at all for me #sober,sadness,1
1414,"conflicting reports on mama #RitaMarley health,mannn and i woke up today feeling like mi ole self(rejoice!!)now dis #sadness",sadness,2
1415,@dublinwaltz bts' í™”ì–‘ì—°í™” trilogy MV is my all time favðŸ™Œ quite gloomy but beautiful as wellâœ¨,sadness,0
1416,"@_noTORIEty lol senior year we would get early dismal for work study ,he was her boss and you know what happened next ðŸ™ƒ",sadness,0
1417,@AniahROSE I know smh. My heart sunk into my stomach.,sadness,3
1418,@Jake_Martin74 Oh and I play it capo 2nd fret in a G position RS,sadness,0
1419,@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity,sadness,0
1420,"But is it your fault you worked hard and stayed the course until eventually it all paid off, no! so let it be known and count up!",sadness,0
1421,"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-",sadness,0
1422,"1Pet 4:7  But the end of all things is at hand: be ye therefore #sober, and #watch unto prayer",sadness,1
1423,I'm not the type to flee from adversity nor does it discourage me. I'll always stand strong in the paint,sadness,0
1424,"So I tried to give her time to sober up, while waiting at the our friend's house. 2 hours later, gal wake up out her nap to vomit again.",sadness,1
1425,@PatBlanchfield so you mean â€œlike Uber but for despair for someone other than the driver',sadness,1
1426,"@marksandspencer Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy",sadness,2
1427,"because a kitchen sink to you is not a kitchen sink to me, okay friend?",sadness,0
1428,"@DxfyingGrxvity - frustration, looking up at Elphaba in a frown of aggravation. Her high pitched voice was growing more and more --",sadness,1
1429,@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. #unhappy,sadness,3
1430,"@AdamAaronovich Well, there's no need to sulk. You can always request a song, you know.",sadness,1
1431,@xxnogard_G88 Welcome to the  dark honey !,sadness,0
1432,Rockin to  Bob Dylan singin'  Bob Dylan's 115th Dream on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio,sadness,0
1433,@markoheight @Cassie_OB we sound like vampires saying we wanna sink our teeth into the TT lads and their talents ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,sadness,0
1434,People too weak to follow their own dreams will always find a way to discourage yours.,sadness,2
1435,@MlaStandard The depth that you've sunk to. You're readership deserves more.,sadness,0
1436,"Rooney ! Oh dear, oh dear ! Fucking dreadful ðŸ™ˆâš½ï¸âš½ï¸",sadness,2
1437,"life is hard., its harder if ur stupid #life #love  #sadderness #moreofsad #howdoestears #whatislife",sadness,3
1438,When you have 15 doe run the opposite side of you ðŸ™ ,sadness,2
1439,"Nice to see Balotelli back to his best, good player.. Just lost his way a bit!",sadness,0
1440,I can't mourn Kid Cudi cause we have Travis Scott...,sadness,0
1441,"@fitzstockcharts Gundlach calling for rounding top, doom and gloom, 15% down move",sadness,1
1442,That house on #GrandDesigns isn't in a forest it's in a wibbly wobbly pine plantation,sadness,0
1443,"I believe the work I do is meaningful; my clients would agree but at the end of the day, I feel like a pawn, lost in this chaotic world.",sadness,2
1444,People are trying too hard to hate on Cam Newton without understanding his position #sad,sadness,2
1445,What do you do?'\n'You are not worthy enough to know.' #what #serious,sadness,1
1446,"I did the dishes yesterday, fell asleep, woke up to the sink full and I didn't even eat dinner but I have to do the dishes.",sadness,2
1447,I'm throwing myself straight into American Horror Story so I don't have time to grieve,sadness,2
1448,ya boy gets mad tired of pine trees,sadness,0
